expiry,t,rate,discount,forward,pairs,forward_iqr
2026-10-16,0.09726503044140031,0.03888667489636528,0.9962248303208809,7624.4801684866015,91,0.1711154476079173
2026-11-06,0.15491343226788432,0.03956502005747594,0.9938895918873079,7642.059762516918,37,0.19289807752556953
2026-12-18,0.26998192541856925,0.039863827499715794,0.9892951957235733,7668.819074617353,54,0.27481281240852695
2026-12-31,0.30559836377473365,0.040324633437450345,0.9877524769762108,7681.47309125863,91,0.25813720813039254
