expiry,strike,forward_lower,forward_upper,fitted_forward,inside_bid_ask_bounds
2026-12-31,7535.0,7679.773112022724,7682.911550115524,7681.47309125863,True
2026-12-31,7540.0,7679.81235503733,7682.9507931301305,7681.47309125863,True
2026-12-31,7545.0,7679.851598051936,7682.990036144736,7681.47309125863,True
2026-12-31,7550.0,7680.093320943497,7682.523079466955,7681.47309125863,True
2026-12-31,7555.0,7679.82884414267,7682.9672822354705,7681.47309125863,True
2026-12-31,7560.0,7679.868087157276,7683.107765188554,7681.47309125863,True
2026-12-31,7565.0,7679.806090233405,7683.14700820316,7681.47309125863,True
2026-12-31,7570.0,7679.946573186488,7683.085011279289,7681.47309125863,True
2026-12-31,7575.0,7679.78333632414,7683.124254293894,7681.47309125863,True
2026-12-31,7580.0,7679.8225793387455,7682.961017431546,7681.47309125863,True
2026-12-31,7585.0,7679.861822353351,7683.0002604461515,7681.47309125863,True
2026-12-31,7590.0,7679.901065367957,7683.241983337713,7681.47309125863,True
2026-12-31,7595.0,7679.839068444086,7683.078746475364,7681.47309125863,True
2026-12-31,7600.0,7680.384511151079,7682.206830043672,7681.47309125863,True
2026-12-31,7605.0,7679.917554473298,7683.055992566098,7681.47309125863,True
2026-12-31,7610.0,7679.8555575494265,7683.095235580704,7681.47309125863,True
2026-12-31,7615.0,7679.894800564032,7683.13447859531,7681.47309125863,True
2026-12-31,7620.0,7679.934043578638,7683.072481671438,7681.47309125863,True
2026-12-31,7625.0,7679.872046654767,7683.111724686044,7681.47309125863,True
2026-12-31,7630.0,7679.911289669372,7683.150967700651,7681.47309125863,True
2026-12-31,7635.0,7679.849292745501,7683.291450653734,7681.47309125863,True
2026-12-31,7640.0,7679.8885357601075,7683.128213791385,7681.47309125863,True
2026-12-31,7645.0,7679.927778774713,7683.0662168675135,7681.47309125863,True
2026-12-31,7650.0,7680.068261727796,7682.70050012821,7681.47309125863,True
2026-12-31,7655.0,7680.006264803925,7683.245942835203,7681.47309125863,True
2026-12-31,7660.0,7679.944267880053,7683.183945911332,7681.47309125863,True
2026-12-31,7665.0,7679.882270956182,7683.223188925937,7681.47309125863,True
2026-12-31,7670.0,7679.9215139707885,7683.36367187902,7681.47309125863,True
2026-12-31,7675.0,7679.859517046917,7683.301674955149,7681.47309125863,True
2026-12-31,7680.0,7679.898760061523,7683.239678031277,7681.47309125863,True
2026-12-31,7685.0,7679.938003076129,7683.177681107406,7681.47309125863,True
2026-12-31,7690.0,7679.977246090734,7683.31816406049,7681.47309125863,True
2026-12-31,7695.0,7680.01648910534,7683.154927198141,7681.47309125863,True
2026-12-31,7700.0,7680.460691873856,7682.485490643405,7681.47309125863,True
2026-12-31,7705.0,7679.993735196075,7683.233413227353,7681.47309125863,True
2026-12-31,7710.0,7679.931738272204,7683.171416303481,7681.47309125863,True
2026-12-31,7715.0,7679.97098128681,7683.413139195042,7681.47309125863,True
2026-12-31,7720.0,7680.010224301415,7683.249902332693,7681.47309125863,True
2026-12-31,7725.0,7680.049467316021,7683.390385285777,7681.47309125863,True
2026-12-31,7730.0,7679.98747039215,7683.227148423428,7681.47309125863,True
2026-12-31,7735.0,7680.026713406756,7683.266391438034,7681.47309125863,True
2026-12-31,7740.0,7679.964716482885,7683.204394514162,7681.47309125863,True
2026-12-31,7745.0,7680.0039594974905,7683.344877467245,7681.47309125863,True
2026-12-31,7750.0,7680.043202512096,7682.979160727942,7681.47309125863,True
2026-12-31,7755.0,7679.981205588225,7683.220883619502,7681.47309125863,True
2026-12-31,7760.0,7680.020448602831,7683.462606511063,7681.47309125863,True
2026-12-31,7765.0,7680.059691617437,7683.299369648715,7681.47309125863,True
2026-12-31,7770.0,7680.098934632043,7683.237372724843,7681.47309125863,True
2026-12-31,7775.0,7680.138177646649,7683.276615739449,7681.47309125863,True
2026-12-31,7780.0,7680.076180722777,7683.417098692533,7681.47309125863,True
2026-12-31,7785.0,7680.115423737383,7683.355101768661,7681.47309125863,True
2026-12-31,7790.0,7680.053426813512,7683.29310484479,7681.47309125863,True
2026-12-31,7795.0,7680.193909766595,7683.433587797873,7681.47309125863,True
2026-12-31,7800.0,7680.536872596634,7682.8653911816145,7681.47309125863,True
2026-12-31,7805.0,7680.17115585733,7683.30959395013,7681.47309125863,True
2026-12-31,7810.0,7680.109158933458,7683.348836964736,7681.47309125863,True
2026-12-31,7815.0,7680.148401948064,7683.286840040864,7681.47309125863,True
