expiry,training_quotes,heldout_quotes,heldout_price_rmse,heldout_inside_spread,negative_variance_nodes
2026-10-16,243,61,1.9919808209313905,0.13114754098360656,0
2026-11-06,62,16,1.6083009525626606,0.25,0
2026-12-18,164,42,1.7281335889473062,0.14285714285714285,0
2026-12-31,297,75,1.9425330954408733,0.16,0
