cusip,term,coupon_percent,maturity,dirty,accrued,clean,dv01_per_100,duration_zero_parallel,convexity_zero_parallel,key_0.5y_dv01,key_1y_dv01,key_2y_dv01,key_3y_dv01,key_5y_dv01,key_7y_dv01,key_10y_dv01,key_20y_dv01,key_30y_dv01
91282CNW7,7-Year,3.875,2032-08-31,95.34413945805895,0.10704419889502763,95.23709525916392,0.05117391389635628,5.367284679187569,30.83081993424213,9.416741595202893e-05,0.0003211803494949095,0.000706279999526771,0.0016537702778265384,0.025736786887513574,0.0226617268579119,0.0,0.0,0.0
91282CNX5,5-Year,3.625,2030-08-31,96.26428101454214,0.10013812154696132,96.16414289299517,0.035885511998280606,3.727811771934345,14.463623663228537,8.809209879245827e-05,0.0003004590366231241,0.000660713547937064,0.01824982847701051,0.016586418163392125,0.0,0.0,0.0,0.0
91282CNV9,2-Year,3.625,2027-08-31,99.48629026210843,0.10013812154696132,99.38615214056146,0.009586402543625638,0.9635903116267702,0.932968330001459,0.00035101883278088053,0.009235383709615519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91282CNT4,10-Year,4.25,2035-08-15,95.51699370065153,0.30027173913043476,95.21672196152109,0.07119203100981508,7.453336652630586,62.29550309928969,0.00010495089315298856,0.0003516494099287115,0.0007738220301760634,0.0018137623551197635,0.0033360433113500676,0.02563010309082614,0.03918169415577211,0.0,0.0
91282CNU1,3-Year,3.625,2028-08-15,98.55964288062638,0.2561141304347826,98.3035287501916,0.01851027393932725,1.8780784303111313,3.58698662996217,8.951693828151974e-05,0.0012417664265313988,0.01717899055690708,0.0,0.0,0.0,0.0,0.0,0.0
